Date,Open,High,Low,Close,Adj Close,Volume
2013-03-26,29900,30440,29820,30180,24271.55469,16830000
2013-03-27,30300,30320,29740,30080,24191.13477,12881400
2013-03-28,30060,30200,29940,30200,24287.64258,7989600
2013-03-29,30480,30640,30340,30540,24561.07813,9533700
2013-04-01,30700,30700,30240,30240,24319.80664,5295500
2013-04-02,30200,30640,30200,30500,24528.9043,8574850
2013-04-03,30520,30560,30180,30420,24464.56836,10882700
2013-04-04,30340,30380,29980,30120,24223.30078,10700450
2013-04-05,30100,30320,29860,30100,24207.2168,14977350
2013-04-08,30100,30620,29940,30400,24448.48242,12959500
2013-04-09,30540,30600,30200,30560,24577.16016,9244000
2013-04-10,30800,30800,30260,30420,24464.56836,11779700
2013-04-11,30420,30800,30360,30800,24770.17773,11291500
2013-04-12,30800,31000,30260,30340,24400.23047,10744050
2013-04-15,30060,30700,30060,30460,24496.74023,10767300
2013-04-16,30100,30640,30020,30560,24577.16016,18551850
2013-04-17,31320,31320,30280,30360,24416.31055,10491100
2013-04-18,30400,30440,29620,29660,23853.35742,13358400
2013-04-19,29300,29840,29100,29500,23724.68555,15704000
2013-04-22,29800,30060,29300,30060,24175.04883,9335850
2013-04-23,30000,30060,29480,29660,23853.35742,8864850
2013-04-24,29700,29880,29480,29720,23901.60742,10086550
2013-04-25,29400,29880,29400,29880,24030.28516,10463900
2013-04-26,29900,29940,29440,29720,23901.60742,11651600
2013-04-29,29820,29840,29500,29620,23821.1875,8500150
2013-04-30,29800,30600,29760,30400,24448.48242,18705000
2013-05-02,30520,30640,30340,30560,24577.16016,10048950
2013-05-03,30700,30740,30420,30700,24689.75391,6559050
2013-05-06,30800,30800,30240,30280,24351.98047,8654300
2013-05-07,30160,30160,29820,29860,24014.20313,11434500
2013-05-08,29860,29960,29580,29760,23933.77734,14921950
2013-05-09,29800,30400,29780,30300,24368.0625,10806150
2013-05-10,30280,30280,29520,29520,23740.76563,11794850
2013-05-13,29420,29600,29240,29540,23756.84961,8750100
2013-05-14,29740,30000,29660,30000,24126.78906,9002650
2013-05-15,29700,30000,29680,30000,24126.78906,10594800
2013-05-16,30020,30280,30000,30160,24255.47656,14657550
2013-05-20,30040,30240,29920,29940,24078.53906,12288850
2013-05-21,30200,30200,29700,29840,23998.11133,11600400
2013-05-22,30080,30200,29820,30180,24271.55469,9923100
2013-05-23,29840,30040,29680,29680,23869.44141,11994150
2013-05-24,29740,29880,29440,29720,23901.60742,10190600
2013-05-27,29800,29980,29740,29780,23949.86133,6146400
2013-05-28,29620,29920,29620,29680,23869.44141,11588050
2013-05-29,29680,30460,29660,30240,24319.80664,14760550
2013-05-30,30360,30980,30240,30880,24834.51172,22778000
2013-05-31,30920,31180,30740,30760,24738.00586,18025050
2013-06-03,30720,31180,30560,30640,24641.49609,10309450
2013-06-04,30660,30840,30420,30800,24770.17773,8496600
2013-06-05,30980,31060,30420,30420,24464.56836,13590650
2013-06-07,29500,29700,28480,28540,22952.625,54290800
2013-06-10,28400,28860,28280,28500,22920.45117,26677700
2013-06-11,28220,28380,27560,27780,22341.41211,34613000
2013-06-12,27560,28060,27240,27700,22277.07422,22887650
2013-06-13,27600,27940,27140,27140,21826.70703,33509850
2013-06-14,27300,27540,27140,27380,22019.71875,17558350
2013-06-17,27400,27560,27300,27320,21971.46875,11758450
2013-06-18,27360,27740,27200,27740,22309.24023,11043050
2013-06-19,27640,27700,27280,27380,22019.71875,10270250
2013-06-20,26860,26960,26520,26580,21376.33594,17817950
2013-06-21,25880,26660,25800,26500,21311.99609,27677800
2013-06-24,27000,27000,26260,26260,21118.98828,15847900
2013-06-25,26020,26360,25760,25940,20861.63281,20774950
2013-06-26,26020,26100,24900,25220,20282.5957,31751200
2013-06-27,25900,26880,25720,26780,21545.72656,25756150
2013-06-28,27000,27000,26580,26840,21594,20961250
2013-07-01,26680,26920,26440,26520,21336.54688,12825950
2013-07-02,26800,27040,26600,26700,21481.36523,10214450
2013-07-03,26680,26780,25900,26020,20934.26953,12822050
2013-07-04,26040,26340,25920,26340,21191.72656,9042650
2013-07-05,25720,26300,25200,25340,20387.18164,30382800
2013-07-08,25000,25160,24180,24520,19727.45508,26480150
2013-07-09,24600,25000,24580,24740,19904.45313,19694950
2013-07-10,24900,25040,24740,24960,20081.45313,17305650
2013-07-11,25020,26240,25020,26240,21111.27344,20788350
2013-07-12,26400,26480,26020,26240,21111.27344,11391300
2013-07-15,26300,26380,25700,26260,21127.36523,9629600
2013-07-16,26360,26420,25800,25960,20885.99805,9300950
2013-07-17,26020,26600,25720,26400,21240.00195,12302300
2013-07-18,26500,26500,25840,25840,20789.45508,15704200
2013-07-19,25760,25900,25280,25460,20483.72852,16271300
2013-07-22,25600,25780,25300,25460,20483.72852,10351150
2013-07-23,25460,26140,25440,26140,21030.81641,11948900
2013-07-24,26140,26340,25900,26300,21159.55078,8772650
2013-07-25,26340,26440,26160,26300,21159.55078,8495650
2013-07-26,26280,26380,25980,26060,20966.45508,13619550
2013-07-29,25820,26000,25580,25660,20644.63867,11821850
2013-07-30,25540,25900,25540,25800,20757.27734,9425350
2013-07-31,25600,25800,25580,25600,20596.36719,12735500
2013-08-01,25700,25760,25480,25600,20596.36719,9058900
2013-08-02,25860,26000,25640,25720,20692.91016,11241350
2013-08-05,25660,25660,25480,25480,20499.81836,8079850
2013-08-06,24900,25440,24900,25080,20178.00195,14493700
2013-08-07,24740,24800,24440,24440,19663.0918,15778100
2013-08-08,24260,24700,24260,24340,19582.63281,17910800
2013-08-09,24580,24820,24400,24600,19791.81836,12080200
2013-08-12,24600,24960,24500,24640,19823.99805,10140600
2013-08-13,24880,25800,24840,25800,20757.27734,20929450
2013-08-14,25780,26000,25700,26000,20918.18359,13005100
2013-08-16,25720,26020,25640,25900,20837.72852,11416600
2013-08-19,25720,25920,25600,25720,20692.91016,6499850
2013-08-20,25920,26100,25380,25380,20419.36133,14230950
2013-08-21,25300,25640,25120,25120,20210.18164,12346050
2013-08-22,25000,25340,24900,25100,20194.09375,11984850
2013-08-23,25600,26000,25420,25900,20837.72852,17203400
2013-08-26,26020,26100,25920,26000,20918.18359,11519650
2013-08-27,26140,26180,25900,26080,20982.54492,9130800
2013-08-28,25680,26200,25680,26180,21062.99609,9492550
2013-08-29,26340,26960,26280,26880,21626.17773,16315000
2013-08-30,27200,27360,27020,27360,22012.36133,17135800
2013-09-02,27360,27420,27000,27020,21738.81641,10081600
2013-09-03,27280,27280,26520,26740,21513.54883,11798500
2013-09-04,26600,27080,26420,26800,21561.81641,10920050
2013-09-05,27400,27420,27160,27300,21964.0957,15100100
2013-09-06,27400,27500,27160,27380,22028.45117,11937950
